Feature_ID	NPC_pathway	NPC_pathway_Probability	NPC_superclass	NPC_superclass_Probability	NPC_class	NPC_class_Probability
Feature2553	Fatty acids	0.868114173	Fatty Acids and Conjugates	0.536756516	12-oxophytodienoic acid metabolites	0.367025346
Feature1107	Terpenoids	0.6682024	Monoterpenoids	0.702444017	Acyclic monoterpenoids	0.520431101
Feature1123	Terpenoids	0.665636599	Monoterpenoids	0.678152323	Acyclic monoterpenoids	0.442312926
Feature1175	Terpenoids	0.511244178	Monoterpenoids	0.396590024	Acyclic monoterpenoids	0.334911764
Feature1187	Terpenoids	0.676629901	Monoterpenoids	0.703871489	Acyclic monoterpenoids	0.538434565
Feature1595	Carbohydrates	0.709946096	Polyols	0.324213803	Amino cyclitols	0.203796655
Feature2208	Carbohydrates	0.802349269	Polyols	0.562770247	Amino cyclitols	0.565596282
Feature334	Amino acids and Peptides	0.68030411	Polyols	0.210322991	Amino cyclitols	0.21205622
Feature921	Carbohydrates	0.622156084	Polyols	0.504855931	Amino cyclitols	0.501547575
Feature1066	Carbohydrates	0.764499128	Polyols	0.725806177	Amino cyclitols	0.747356892
Feature1076	Carbohydrates	0.634324491	Polyols	0.518302441	Amino cyclitols	0.537464321
Feature1122	Amino acids and Peptides	0.56778127	Polyols	0.17539537	Amino cyclitols	0.185371682
Feature1138	Carbohydrates	0.727527201	Polyols	0.690923572	Amino cyclitols	0.71690774
Feature1163	Carbohydrates	0.779442728	Polyols	0.693140924	Amino cyclitols	0.74534601
Feature1194	Amino acids and Peptides	0.481599391	Polyols	0.123126782	Amino cyclitols	0.158275455
Feature1230	Carbohydrates	0.699399412	Polyols	0.470077485	Amino cyclitols	0.450410455
Feature1310	Carbohydrates	0.706521213	Polyols	0.628476262	Amino cyclitols	0.660147429
Feature1416	Carbohydrates	0.684347451	Polyols	0.562631428	Amino cyclitols	0.583076656
Feature1421	Amino acids and Peptides	0.745518744	Polyols	0.473780304	Amino cyclitols	0.207192257
Feature1422	Carbohydrates	0.607848823	Polyols	0.484515339	Amino cyclitols	0.489998281
Feature1522	Amino acids and Peptides	0.66945976	Oligopeptides	0.557826579	Amino cyclitols	0.317052305
Feature2035	Carbohydrates	0.550259531	Polyols	0.428138167	Amino cyclitols	0.522416651
Feature88	Amino acids and Peptides	0.844306409	Small peptides	0.922543228	Aminoacids	0.856258333
Feature92	Amino acids and Peptides	0.700017035	Small peptides	0.746467412	Aminoacids	0.723807931
Feature105	Amino acids and Peptides	0.759043992	Small peptides	0.845779777	Aminoacids	0.645934522
Feature247	Amino acids and Peptides	0.720375657	Small peptides	0.765199482	Aminoacids	0.663579762
Feature279	Alkaloids	0.536328197	Fatty acyls	0.343645632	Aminoacids	0.223280326
Feature282	Amino acids and Peptides	0.784089029	Small peptides	0.885561526	Aminoacids	0.863477349
Feature289	Alkaloids	0.304608047	Small peptides	0.322660714	Aminoacids	0.214353517
Feature306	Carbohydrates	0.557193577	Small peptides	0.551442087	Aminoacids	0.464916289
Feature345	Amino acids and Peptides	0.798236191	Small peptides	0.886146188	Aminoacids	0.745130062
Feature385	Amino acids and Peptides	0.918005645	Small peptides	0.97063911	Aminoacids	0.92642808
Feature414	Amino acids and Peptides	0.613001049	Small peptides	0.663122654	Aminoacids	0.412568122
Feature573	Amino acids and Peptides	0.52102536	Small peptides	0.605798125	Aminoacids	0.657718241
Feature712	Amino acids and Peptides	0.908628643	Small peptides	0.9630723	Aminoacids	0.858628988
Feature714	Amino acids and Peptides	0.894389391	Small peptides	0.952042699	Aminoacids	0.810663819
Feature775	Amino acids and Peptides	0.740274906	Small peptides	0.851623118	Aminoacids	0.843698978
Feature776	Amino acids and Peptides	0.681554437	Small peptides	0.778731465	Aminoacids	0.663143873
Feature834	Amino acids and Peptides	0.691377103	Small peptides	0.826811612	Aminoacids	0.689808965
Feature886	Amino acids and Peptides	0.748603225	Small peptides	0.818229318	Aminoacids	0.722768545
Feature1055	Amino acids and Peptides	0.708375871	Small peptides	0.794264615	Aminoacids	0.740105271
Feature1077	Amino acids and Peptides	0.416826844	Small peptides	0.454275131	Aminoacids	0.5208143
Feature1149	Amino acids and Peptides	0.782849491	Small peptides	0.785361886	Aminoacids	0.723251998
Feature1388	Amino acids and Peptides	0.527286887	Small peptides	0.526843727	Aminoacids	0.532260299
Feature1923	Alkaloids	0.590198398	Small peptides	0.448905438	Aminoacids	0.430396259
Feature2073	Alkaloids	0.521399677	Fatty acyls	0.171923518	Aminoacids	0.335532725
Feature2360	Amino acids and Peptides	0.556551099	Small peptides	0.671651781	Aminoacids	0.638946116
Feature2560	Amino acids and Peptides	0.711747587	Small peptides	0.826556742	Aminoacids	0.716966331
Feature2563	Amino acids and Peptides	0.700178266	Small peptides	0.856372178	Aminoacids	0.582518995
Feature2580	Amino acids and Peptides	0.541387856	Small peptides	0.330428004	Aminoacids	0.525483489
Feature2659	Amino acids and Peptides	0.375022411	Small peptides	0.51748842	Aminoacids	0.181996241
Feature141	Amino acids and Peptides	0.899182856	Small peptides	0.929722905	Aminoacids	0.77573514
Feature173	Amino acids and Peptides	0.63288337	Small peptides	0.755136251	Aminoacids	0.694564223
Feature175	Amino acids and Peptides	0.656310141	Small peptides	0.802586317	Aminoacids	0.712598503
Feature200	Amino acids and Peptides	0.735404968	Small peptides	0.811140776	Aminoacids	0.780330718
Feature228	Amino acids and Peptides	0.861561656	Small peptides	0.912151217	Aminoacids	0.822259724
Feature229	Amino acids and Peptides	0.836907804	Small peptides	0.89217031	Aminoacids	0.826693177
Feature235	Amino acids and Peptides	0.495056987	Small peptides	0.587510228	Aminoacids	0.580184579
Feature270	Amino acids and Peptides	0.880627811	Small peptides	0.941640794	Aminoacids	0.807269335
Feature278	Amino acids and Peptides	0.681206584	Small peptides	0.71630317	Aminoacids	0.71126318
Feature281	Alkaloids	0.30986765	Pseudoalkaloids	0.141545802	Aminoacids	0.165514469
Feature303	Amino acids and Peptides	0.8248263	Small peptides	0.911814332	Aminoacids	0.864181757
Feature309	Amino acids and Peptides	0.755467057	Small peptides	0.839311361	Aminoacids	0.690117538
Feature370	Amino acids and Peptides	0.76835829	Small peptides	0.779107332	Aminoacids	0.748595715
Feature383	Amino acids and Peptides	0.641784072	Small peptides	0.786905766	Aminoacids	0.696059883
Feature386	Amino acids and Peptides	0.207865894	Small peptides	0.533827543	Aminoacids	0.528677225
Feature407	Amino acids and Peptides	0.508707106	Small peptides	0.572301209	Aminoacids	0.422560722
Feature422	Amino acids and Peptides	0.401350141	Small peptides	0.589042485	Aminoacids	0.562947512
Feature432	Amino acids and Peptides	0.615809739	Small peptides	0.550422251	Aminoacids	0.147653401
Feature442	Amino acids and Peptides	0.864329636	Small peptides	0.907459497	Aminoacids	0.721535981
Feature477	Amino acids and Peptides	0.756997883	Small peptides	0.8463763	Aminoacids	0.729112804
Feature503	Amino acids and Peptides	0.552066267	Small peptides	0.597080112	Aminoacids	0.639276564
Feature509	Amino acids and Peptides	0.811634779	Small peptides	0.914904535	Aminoacids	0.770830274
Feature619	Amino acids and Peptides	0.869043529	Small peptides	0.912064254	Aminoacids	0.637269914
Feature628	Amino acids and Peptides	0.580311716	Small peptides	0.605955839	Aminoacids	0.629546404
Feature629	Alkaloids	0.543063104	Small peptides	0.323922187	Aminoacids	0.40422231
Feature640	Amino acids and Peptides	0.55257535	Small peptides	0.658808172	Aminoacids	0.56095916
Feature680	Amino acids and Peptides	0.820643961	Small peptides	0.902641654	Aminoacids	0.89370966
Feature683	Amino acids and Peptides	0.694719613	Small peptides	0.746037483	Aminoacids	0.620788872
Feature749	Alkaloids	0.606647313	Small peptides	0.429098159	Aminoacids	0.384100735
Feature787	Amino acids and Peptides	0.638581038	Small peptides	0.742577016	Aminoacids	0.731581748
Feature850	Alkaloids	0.540061593	Small peptides	0.450205296	Aminoacids	0.40271318
Feature877	Amino acids and Peptides	0.554935873	Small peptides	0.638941407	Aminoacids	0.307074696
Feature894	Amino acids and Peptides	0.399224371	Small peptides	0.502819598	Aminoacids	0.387631148
Feature899	Amino acids and Peptides	0.861685574	Small peptides	0.945808589	Aminoacids	0.898596823
Feature925	Amino acids and Peptides	0.531593025	Small peptides	0.587916613	Aminoacids	0.269982249
Feature972	Amino acids and Peptides	0.649771631	Small peptides	0.759466767	Aminoacids	0.686070681
Feature993	Amino acids and Peptides	0.8144871	Small peptides	0.911500752	Aminoacids	0.857610643
Feature1100	Amino acids and Peptides	0.65082711	Small peptides	0.687571526	Aminoacids	0.566609919
Feature1164	Amino acids and Peptides	0.898153961	Small peptides	0.950159013	Aminoacids	0.861983061
Feature1243	Amino acids and Peptides	0.613202631	Small peptides	0.743673563	Aminoacids	0.7298491
Feature1267	Amino acids and Peptides	0.739503622	Small peptides	0.876463354	Aminoacids	0.864160299
Feature1287	Amino acids and Peptides	0.881624222	Small peptides	0.944487333	Aminoacids	0.811614752
Feature1364	Amino acids and Peptides	0.66058147	Small peptides	0.791137218	Aminoacids	0.763659775
Feature1377	Amino acids and Peptides	0.710627258	Small peptides	0.826477826	Aminoacids	0.648734391
Feature1378	Amino acids and Peptides	0.707185864	Small peptides	0.826683939	Aminoacids	0.703310192
Feature1498	Amino acids and Peptides	0.758803546	Small peptides	0.815042317	Aminoacids	0.816796839
Feature1608	Amino acids and Peptides	0.932509243	Small peptides	0.97303021	Aminoacids	0.919279456
Feature1915	Amino acids and Peptides	0.820471883	Small peptides	0.925618052	Aminoacids	0.797616124
Feature2051	Amino acids and Peptides	0.552545786	Small peptides	0.636083841	Aminoacids	0.625983357
Feature2127	Amino acids and Peptides	0.618117988	Small peptides	0.708100438	Aminoacids	0.613988698
Feature2131	Amino acids and Peptides	0.678104281	Small peptides	0.75661844	Aminoacids	0.7522614
Feature2657	Amino acids and Peptides	0.646872699	Small peptides	0.817602396	Aminoacids	0.733439863
Feature2791	Amino acids and Peptides	0.756151497	Small peptides	0.854420841	Aminoacids	0.640541494
Feature3312	Amino acids and Peptides	0.580978036	Small peptides	0.747901738	Aminoacids	0.565341234
Feature372	Amino acids and Peptides	0.885380566	Small peptides	0.940480769	Aminoacids	0.844054103
Feature570	Amino acids and Peptides	0.704693973	Small peptides	0.810214996	Aminoacids	0.719834149
Feature1704	Amino acids and Peptides	0.732256114	Small peptides	0.638836682	Aminoacids	0.200117946
Feature246	Amino acids and Peptides	0.532754183	Small peptides	0.507559419	Aminoacids	0.584518373
Feature275	Amino acids and Peptides	0.711559415	Small peptides	0.775963187	Aminoacids	0.697362602
Feature392	Fatty acids	0.301758528	Fatty acyls	0.238108113	Aminoacids	0.09860225
Feature403	Amino acids and Peptides	0.945707619	Small peptides	0.984670162	Aminoacids	0.960729837
Feature494	Amino acids and Peptides	0.785348713	Small peptides	0.777979195	Aminoacids	0.517227769
Feature511	Amino acids and Peptides	0.884953678	Small peptides	0.942017019	Aminoacids	0.89663285
Feature533	Amino acids and Peptides	0.837793708	Small peptides	0.920203865	Aminoacids	0.86709249
Feature558	Amino acids and Peptides	0.291580349	Small peptides	0.500833929	Aminoacids	0.517828405
Feature592	Amino acids and Peptides	0.763744831	Small peptides	0.84903717	Aminoacids	0.826990604
Feature602	Alkaloids	0.505230188	Small peptides	0.217618227	Aminoacids	0.108875416
Feature656	Alkaloids	0.507241726	Small peptides	0.337360442	Aminoacids	0.305568427
Feature751	Amino acids and Peptides	0.620410085	Small peptides	0.76309979	Aminoacids	0.571822703
Feature1049	Amino acids and Peptides	0.621171057	Small peptides	0.769574165	Aminoacids	0.522497356
Feature1074	Amino acids and Peptides	0.560331464	Small peptides	0.712252319	Aminoacids	0.57055223
Feature1394	Amino acids and Peptides	0.570500255	Small peptides	0.676885843	Aminoacids	0.629366755
Feature2048	Amino acids and Peptides	0.845312536	Small peptides	0.929246187	Aminoacids	0.837325573
Feature653	Carbohydrates	0.683003128	Aminosugars and aminoglycosides	0.875612438	Aminoglycosides	0.903019607
Feature2150	Carbohydrates	0.757180631	Aminosugars and aminoglycosides	0.66681844	Aminoglycosides	0.67379719
Feature1920	Carbohydrates	0.526088297	Aminosugars and aminoglycosides	0.500786483	Aminoglycosides	0.701039076
Feature2033	Carbohydrates	0.622765005	Guanidine alkaloids	0.320390105	Aminoglycosides	0.398522466
Feature147	Carbohydrates	0.903437257	Aminosugars and aminoglycosides	0.847067118	Aminoglycosides	0.681445956
Feature174	Carbohydrates	0.663107812	Nucleosides	0.350153327	Aminoglycosides	0.239803955
Feature287	Carbohydrates	0.678566337	Aminosugars and aminoglycosides	0.738001287	Aminoglycosides	0.817859173
Feature292	Carbohydrates	0.759571552	Aminosugars and aminoglycosides	0.717727482	Aminoglycosides	0.691224635
Feature293	Carbohydrates	0.795891106	Aminosugars and aminoglycosides	0.71940589	Aminoglycosides	0.623277545
Feature966	Carbohydrates	0.534809649	Aminosugars and aminoglycosides	0.251394004	Aminoglycosides	0.438818634
Feature1040	Alkaloids	0.430934548	Small peptides	0.075976536	Aminoglycosides	0.121382885
Feature1144	Carbohydrates	0.695769548	Aminosugars and aminoglycosides	0.37734732	Aminoglycosides	0.62897265
Feature1266	Carbohydrates	0.759605408	Aminosugars and aminoglycosides	0.685428321	Aminoglycosides	0.770465314
Feature3508	Fatty acids	0.535951436	Histidine alkaloids	0.130841658	Aminoglycosides	0.292189062
Feature217	Carbohydrates	0.822703958	Aminosugars and aminoglycosides	0.888829052	Aminosugars	0.924926519
Feature302	Amino acids and Peptides	0.612417758	Aminosugars and aminoglycosides	0.544915199	Aminosugars	0.561046958
Feature396	Carbohydrates	0.859526813	Aminosugars and aminoglycosides	0.86695832	Aminosugars	0.855961561
Feature502	Carbohydrates	0.918029428	Aminosugars and aminoglycosides	0.782161236	Aminosugars	0.621255934
Feature2116	Terpenoids	0.564481616	Steroids	0.263193637	Androstane steroids	0.191755712
Feature21	Polyketides	0.870942414	Polycyclic aromatic polyketides	0.821356118	Anthraquinones and anthrones	0.828650415
Feature1918	Polyketides	0.756014645	Polycyclic aromatic polyketides	0.808694959	Anthraquinones and anthrones	0.814787745
Feature1541	Alkaloids	0.426507741	Flavonoids	0.449597597	Aporphine alkaloids	0.317360014
Feature1514	Fatty acids	0.828030586	Fatty acyl glycosides	0.533858895	Ascarosides	0.593222141
Feature1640	Fatty acids	0.58951664	Fatty acyl glycosides	0.377152801	Ascarosides	0.448624074
Feature1663	Fatty acids	0.699598432	Fatty acyl glycosides	0.66931802	Ascarosides	0.693368733
Feature1800	Fatty acids	0.788298905	Fatty acyl glycosides	0.731361747	Ascarosides	0.730472028
Feature1951	Fatty acids	0.907412052	Fatty acyl glycosides	0.939182699	Ascarosides	0.932488084
Feature2007	Fatty acids	0.773364246	Fatty acyl glycosides	0.782652795	Ascarosides	0.796287477
Feature2321	Fatty acids	0.671288848	Fatty acyl glycosides	0.746423423	Ascarosides	0.812482476
Feature1616	Terpenoids	0.430423051	Sesquiterpenoids	0.139775872	Azaphilones	0.12420956
Feature56	Alkaloids	0.735605359	Pseudoalkaloids	0.739855111	Azo and Azoxy alkaloids	0.620531082
Feature60	Alkaloids	0.678094447	Pseudoalkaloids	0.596574068	Azo and Azoxy alkaloids	0.506155193
Feature64	Alkaloids	0.635210156	Pseudoalkaloids	0.547727525	Azo and Azoxy alkaloids	0.509580314
Feature72	Alkaloids	0.712686419	Pseudoalkaloids	0.675319374	Azo and Azoxy alkaloids	0.607428789
Feature1987	Polyketides	0.6869874	Xanthones	0.458584636	Benzophenones	0.454707921
Feature3018	Fatty acids	0.578424811	Glycerophospholipids	0.254321635	Bicyclic guanidine alkaloids	0.113907702
Feature1907	Alkaloids	0.721464157	Guanidine alkaloids	0.235483229	Bicyclic guanidine alkaloids	0.187940791
Feature2230	Alkaloids	0.623426259	Guanidine alkaloids	0.21041818	Bicyclic guanidine alkaloids	0.294279754
Feature2473	Terpenoids	0.526922405	Sesquiterpenoids	0.542663813	Bisabolane sesquiterpenoids	0.07157553
Feature3515	Terpenoids	0.688029289	Sesquiterpenoids	0.761547983	Bisabolane sesquiterpenoids	0.139019474
Feature2797	Terpenoids	0.58862108	Sesquiterpenoids	0.667684674	Bisabolane sesquiterpenoids	0.268823594
Feature2348	Fatty acids	0.75443542	Fatty Acids and Conjugates	0.783748686	Branched fatty acids	0.550091624
Feature2504	Fatty acids	0.699490964	Fatty Acids and Conjugates	0.70385462	Branched fatty acids	0.711393476
Feature2934	Fatty acids	0.784217596	Fatty Acids and Conjugates	0.885327458	Branched fatty acids	0.704873741
Feature3027	Fatty acids	0.780096352	Fatty Acids and Conjugates	0.84902662	Branched fatty acids	0.642961204
Feature3080	Fatty acids	0.682572484	Fatty Acids and Conjugates	0.796883404	Branched fatty acids	0.573594093
Feature3092	Fatty acids	0.655398786	Fatty Acids and Conjugates	0.67765969	Branched fatty acids	0.55909121
Feature1652	Polyketides	0.34623307	Aromatic polyketides	0.153230891	Carbocyclic fatty acids	0.392630875
Feature1662	Shikimates and Phenylpropanoids	0.508498728	Phenolic acids (C6-C1)	0.284802973	Carbocyclic fatty acids	0.415356487
Feature1798	Fatty acids	0.346121967	Fatty Acids and Conjugates	0.740940332	Carbocyclic fatty acids	0.918474317
Feature1878	Fatty acids	0.703092635	Fatty Acids and Conjugates	0.895445526	Carbocyclic fatty acids	0.994655967
Feature1939	Fatty acids	0.658503354	Fatty Acids and Conjugates	0.873559535	Carbocyclic fatty acids	0.992097497
Feature1962	Polyketides	0.216072887	Fatty Acids and Conjugates	0.38709113	Carbocyclic fatty acids	0.678354084
Feature2138	Fatty acids	0.610026121	Fatty Acids and Conjugates	0.720531166	Carbocyclic fatty acids	0.978486061
Feature2164	Fatty acids	0.720293939	Fatty Acids and Conjugates	0.832116842	Carbocyclic fatty acids	0.927874207
Feature2169	Fatty acids	0.6750139	Fatty Acids and Conjugates	0.888977051	Carbocyclic fatty acids	0.995644808
Feature2297	Fatty acids	0.737585485	Fatty Acids and Conjugates	0.850204051	Carbocyclic fatty acids	0.899715662
Feature2374	Fatty acids	0.565665066	Fatty Acids and Conjugates	0.777754128	Carbocyclic fatty acids	0.99034673
Feature2492	Fatty acids	0.553420484	Fatty Acids and Conjugates	0.804985404	Carbocyclic fatty acids	0.990987837
Feature2649	Fatty acids	0.736963749	Fatty Acids and Conjugates	0.844996035	Carbocyclic fatty acids	0.855258942
Feature2928	Fatty acids	0.638337612	Fatty Acids and Conjugates	0.869273126	Carbocyclic fatty acids	0.989563644
Feature3020	Fatty acids	0.593998194	Fatty Acids and Conjugates	0.777648389	Carbocyclic fatty acids	0.99272573
Feature3091	Fatty acids	0.734018862	Fatty Acids and Conjugates	0.836150646	Carbocyclic fatty acids	0.990960896
Feature3148	Fatty acids	0.72147876	Fatty Acids and Conjugates	0.883053482	Carbocyclic fatty acids	0.842616677
Feature1823	Fatty acids	0.516225338	Fatty Acids and Conjugates	0.68732667	Carbocyclic fatty acids	0.601883233
Feature2030	Fatty acids	0.689912856	Fatty Acids and Conjugates	0.748391747	Carbocyclic fatty acids	0.761393845
Feature2309	Fatty acids	0.541761935	Fatty Acids and Conjugates	0.455990732	Carbocyclic fatty acids	0.896560669
Feature2409	Fatty acids	0.730847538	Fatty Acids and Conjugates	0.915611386	Carbocyclic fatty acids	0.990851939
Feature2537	Fatty acids	0.772301674	Fatty Acids and Conjugates	0.860089064	Carbocyclic fatty acids	0.980112791
Feature3207	Fatty acids	0.716985703	Fatty Acids and Conjugates	0.786250949	Carbocyclic fatty acids	0.968719602
Feature3322	Fatty acids	0.562650025	Fatty Acids and Conjugates	0.626063228	Carbocyclic fatty acids	0.915736735
Feature2163	Terpenoids	0.591780186	Steroids	0.438320011	Cardenolides	0.392949224
Feature713	Shikimates and Phenylpropanoids	0.420316219	Fatty Acids and Conjugates	0.163463518	Catechols with side chains	0.201189741
Feature1793	Shikimates and Phenylpropanoids	0.239371017	Aromatic polyketides	0.188144729	Catechols with side chains	0.389521539
Feature2107	Polyketides	0.610586822	Aromatic polyketides	0.59823668	Catechols with side chains	0.582423985
Feature2153	Polyketides	0.626374304	Aromatic polyketides	0.661266685	Catechols with side chains	0.525382042
Feature2271	Polyketides	0.623925865	Aromatic polyketides	0.71047008	Catechols with side chains	0.753231645
Feature2969	Polyketides	0.718816698	Aromatic polyketides	0.845961571	Catechols with side chains	0.898609459
Feature1863	Polyketides	0.571949601	Aromatic polyketides	0.625499904	Catechols with side chains	0.607230902
Feature3563	Polyketides	0.345466405	Aromatic polyketides	0.516992927	Catechols with side chains	0.420449197
Feature522	Alkaloids	0.554282784	Pseudoalkaloids	0.420931429	Cephalosporins	0.243246824
Feature623	Alkaloids	0.620538414	Pseudoalkaloids	0.579220474	Cephalosporins	0.277470291
Feature76	Amino acids and Peptides	0.713711858	Small peptides	0.612320364	Cephalosporins	0.47837916
Feature1553	Amino acids and Peptides	0.86799252	ÃŽÂ²-lactams	0.893308222	Cephalosporins	0.874611974
Feature1500	Amino acids and Peptides	0.117812872	ÃŽÂ²-lactams	0.671231925	Cephalosporins	0.735355675
Feature1665	Alkaloids	0.56575644	Pseudoalkaloids	0.509662569	Cephalosporins	0.410616428
Feature651	Amino acids and Peptides	0.708773673	ÃŽÂ²-lactams	0.633124828	Cephalosporins	0.619267046
Feature3174	Fatty acids	0.604386449	Sphingolipids	0.577785432	Ceramides	0.303749442
Feature2165	Terpenoids	0.728540957	Triterpenoids	0.574450195	Cholestane steroids	0.401495814
Feature1412	Terpenoids	0.525575399	Monoterpenoids	0.407317907	Cinnamic acids and derivatives	0.38603878
Feature2549	Shikimates and Phenylpropanoids	0.699693799	Phenylpropanoids (C6-C3)	0.653673291	Cinnamic acids and derivatives	0.640496075
Feature644	Shikimates and Phenylpropanoids	0.788989127	Phenylpropanoids (C6-C3)	0.795693576	Cinnamic acids and derivatives	0.761363566
Feature1050	Shikimates and Phenylpropanoids	0.820409298	Phenylpropanoids (C6-C3)	0.697831452	Cinnamic acids and derivatives	0.659798861
Feature1271	Shikimates and Phenylpropanoids	0.810025513	Phenylpropanoids (C6-C3)	0.620734334	Cinnamic acids and derivatives	0.582649946
Feature1272	Shikimates and Phenylpropanoids	0.820875108	Phenylpropanoids (C6-C3)	0.775134325	Cinnamic acids and derivatives	0.74009949
Feature1273	Shikimates and Phenylpropanoids	0.810528636	Phenylpropanoids (C6-C3)	0.781481326	Cinnamic acids and derivatives	0.744070768
Feature1586	Shikimates and Phenylpropanoids	0.587034404	Phenolic acids (C6-C1)	0.403290004	Cinnamic acids and derivatives	0.420498729
Feature2070	Shikimates and Phenylpropanoids	0.750799716	Phenylpropanoids (C6-C3)	0.54966253	Cinnamic acids and derivatives	0.557175696
Feature2204	Shikimates and Phenylpropanoids	0.665586233	Phenylpropanoids (C6-C3)	0.580463409	Cinnamic acids and derivatives	0.581177175
Feature2507	Shikimates and Phenylpropanoids	0.676878035	Phenylpropanoids (C6-C3)	0.580260336	Cinnamic acids and derivatives	0.537457824
Feature1556	Shikimates and Phenylpropanoids	0.505657673	Phenolic acids (C6-C1)	0.195014462	Cinnamic acids and derivatives	0.340158343
Feature1561	Terpenoids	0.468722582	Monoterpenoids	0.195260853	Cinnamic acids and derivatives	0.132587686
Feature769	Shikimates and Phenylpropanoids	0.761655152	Phenylpropanoids (C6-C3)	0.611388743	Cinnamic acids and derivatives	0.69061774
Feature1020	Shikimates and Phenylpropanoids	0.695694029	Phenylpropanoids (C6-C3)	0.67844063	Cinnamic acids and derivatives	0.721553683
Feature1681	Terpenoids	0.603292942	Diterpenoids	0.494549155	Colensane and Clerodane diterpenoids	0.295404553
Feature1293	Alkaloids	0.849763095	Tryptophan alkaloids	0.810576856	Corynanthe type	0.187030151
Feature1346	Alkaloids	0.888302028	Tryptophan alkaloids	0.835190058	Corynanthe type	0.867888212
Feature1355	Amino acids and Peptides	0.707570374	Oligopeptides	0.720749438	Cyclic peptides	0.844201803
Feature1669	Amino acids and Peptides	0.671351969	Small peptides	0.544735491	Cyclic peptides	0.401801825
Feature2117	Amino acids and Peptides	0.586535096	Small peptides	0.346628278	Cyclic peptides	0.168581724
Feature2373	Amino acids and Peptides	0.865151644	Small peptides	0.57757628	Cyclic peptides	0.570455134
Feature2907	Amino acids and Peptides	0.548909426	Fatty amides	0.424069852	Cyclic peptides	0.224607155
Feature1624	Amino acids and Peptides	0.86356914	Small peptides	0.624846518	Cyclic peptides	0.347777963
Feature1845	Amino acids and Peptides	0.853508949	Oligopeptides	0.618837118	Cyclic peptides	0.572877049
Feature2193	Amino acids and Peptides	0.635736048	Oligopeptides	0.218355671	Cyclic peptides	0.145639718
Feature2310	Amino acids and Peptides	0.695675135	Oligopeptides	0.598696053	Cyclic peptides	0.64898169
Feature2500	Amino acids and Peptides	0.761749387	Oligopeptides	0.613993227	Cyclic peptides	0.731588066
Feature3465	Amino acids and Peptides	0.894278526	Oligopeptides	0.871136665	Cyclic peptides	0.702299595
Feature1022	Amino acids and Peptides	0.714617431	Oligopeptides	0.664555788	Cyclic peptides	0.695719361
Feature1023	Amino acids and Peptides	0.846696973	Oligopeptides	0.746969521	Cyclic peptides	0.684408605
Feature1103	Amino acids and Peptides	0.657428861	Small peptides	0.126821429	Cyclic peptides	0.167804345
Feature1154	Amino acids and Peptides	0.785349071	Oligopeptides	0.693370581	Cyclic peptides	0.710183382
Feature1155	Amino acids and Peptides	0.646588922	Oligopeptides	0.531582594	Cyclic peptides	0.328388482
Feature1166	Amino acids and Peptides	0.763063014	Oligopeptides	0.781429946	Cyclic peptides	0.803045928
Feature1167	Amino acids and Peptides	0.909995496	Oligopeptides	0.949036777	Cyclic peptides	0.960262597
Feature1192	Amino acids and Peptides	0.872076988	Oligopeptides	0.797702253	Cyclic peptides	0.800573051
Feature1246	Amino acids and Peptides	0.877751052	Oligopeptides	0.880142033	Cyclic peptides	0.831743062
Feature1251	Amino acids and Peptides	0.758780241	Oligopeptides	0.537613392	Cyclic peptides	0.550035536
Feature1252	Amino acids and Peptides	0.540531397	Oligopeptides	0.222512662	Cyclic peptides	0.202806517
Feature1256	Amino acids and Peptides	0.676817417	Oligopeptides	0.542711198	Cyclic peptides	0.615637779
Feature1262	Fatty acids	0.542845607	Linear polyketides	0.321207583	Cyclic peptides	0.307525337
Feature1278	Amino acids and Peptides	0.750946879	Oligopeptides	0.798456907	Cyclic peptides	0.883291602
Feature1292	Amino acids and Peptides	0.747991681	Oligopeptides	0.576593041	Cyclic peptides	0.56756717
Feature1295	Alkaloids	0.628907204	Tryptophan alkaloids	0.279122531	Cyclic peptides	0.122259565
Feature1330	Amino acids and Peptides	0.785880268	Oligopeptides	0.631757736	Cyclic peptides	0.659438431
Feature1343	Amino acids and Peptides	0.870970368	Oligopeptides	0.882377088	Cyclic peptides	0.863801241
Feature1345	Amino acids and Peptides	0.816398323	Oligopeptides	0.57245791	Cyclic peptides	0.566380799
Feature1360	Amino acids and Peptides	0.910135329	Oligopeptides	0.947857678	Cyclic peptides	0.949624181
Feature1382	Amino acids and Peptides	0.856461883	Oligopeptides	0.830057681	Cyclic peptides	0.868219733
Feature1384	Amino acids and Peptides	0.817347467	Oligopeptides	0.612975776	Cyclic peptides	0.580801249
Feature1398	Amino acids and Peptides	0.880944371	Oligopeptides	0.883997917	Cyclic peptides	0.887518942
Feature1457	Amino acids and Peptides	0.87286973	Oligopeptides	0.887964368	Cyclic peptides	0.890555501
Feature1464	Amino acids and Peptides	0.8189376	Oligopeptides	0.715711832	Cyclic peptides	0.730510652
Feature1472	Amino acids and Peptides	0.704660118	Small peptides	0.402374119	Cyclic peptides	0.258143574
Feature1475	Amino acids and Peptides	0.77315557	Oligopeptides	0.838240504	Cyclic peptides	0.886257768
Feature1495	Amino acids and Peptides	0.895776272	Oligopeptides	0.695639968	Cyclic peptides	0.65615344
Feature1497	Amino acids and Peptides	0.86515975	Oligopeptides	0.858041346	Cyclic peptides	0.840648353
